Rank,Code,Company,Price,Change,% Chg,Mkt Cap,1 Year
763,VMT,Vmoto Ltd,$0.40,0.005,1.27%,$101.70 M,300.00%
"1,416",VMX,Valmec Ltd,$0.16,0,0.00%,$20.12 M,-34.69%
"1,290",VMY,Vimy Resources Ltd,$0.04,0.001,2.94%,$26.82 M,-42.62%
"1,406",VN8,VONEX Ltd,$0.11,-0.005,-4.35%,$20.43 M,-4.35%
162,VOC,Vocus Group Ltd,$2.96,-0.09,-2.95%,$1.84 B,-2.95%
"1,531",VOL,Victory Offices Ltd,$0.38,0,0.00%,$15.34 M,-80.25%
"1,279",VOR,Vortiv Ltd,$0.20,0,0.00%,$27.89 M,25.00%
"1,874",VP7,Velocity Property Group Ltd,$0.51,0,0.00%,$5.81 M,-51.43%
"1,945",VPC,VPCL Ltd,$0.00,0,0.00%,$4.52 M,0.00%
"1,720",VPR,Volt Power Group Ltd,$0.00,0,0.00%,$9.17 M,0.00%
"1,164",VR1,Vection Technologies Ltd,$0.04,0.002,4.76%,$36.20 M,175.00%
"1,738",VR8,Vanadium Resources Ltd,$0.02,-0.002,-8.00%,$8.61 M,-68.06%
"1,168",VRC,Volt Resources Ltd,$0.02,-0.001,-5.00%,$36.08 M,-13.07%
391,VRL,Village Roadshow Ltd,$2.09,-0.04,-1.88%,$408.08 M,-25.09%
"1,536",VRS,Veris Ltd,$0.04,-0.001,-2.63%,$14.99 M,-33.93%
534,VRT,Virtus Health Ltd,$2.69,-0.12,-4.27%,$216.25 M,-43.37%
"1,049",VRX,VRX Silica Ltd,$0.11,0,0.00%,$46.74 M,-32.26%
426,VSO,Vanguard MSCI Australian Small Companies INDEX ETF,$53.70,-0.46,-0.85%,$342.85 M,-10.32%
574,VTG,Vita Group Ltd,$1.10,-0.005,-0.46%,$179.31 M,-21.79%
652,VTH,Vitalharvest Freehold Trust,$0.75,-0.02,-2.60%,$138.75 M,-19.36%
"1,421",VTI,"Visioneering Technologies, Inc",$0.02,0,0.00%,$19.95 M,-62.71%
163,VTS,Vanguard US Total Market Shares INDEX ETF,$227.94,-1.29,-0.56%,$1.82 B,3.88%
180,VUK,Virgin Money Uk Plc,$1.66,-0.02,-1.19%,$1.57 B,-54.03%
"1,172",VUL,Vulcan Energy Resources Ltd,$0.53,-0.005,-0.94%,$35.63 M,194.44%
607,VVA,Viva Leisure Ltd,$2.23,-0.05,-2.19%,$159.47 M,145.18%
"1,419",VVLU,Vanguard Global Value Equity Active ETF (Managed Fund),$36.69,-1.2,-3.17%,$20.07 M,-23.66%
"1,437",VXR,Venturex Resources Ltd,$0.06,0.002,3.45%,$19.05 M,-67.57%
"1,423",VYS,Vysarn Ltd,$0.06,0,0.00%,$19.89 M,65.14%
"1,095",WAA,Wam Active Ltd,$0.90,0.015,1.70%,$41.96 M,-13.46%
255,WAF,West African Resources Ltd,$1.05,0.015,1.46%,$910.33 M,186.30%
198,WAM,WAM Capital Ltd,$1.90,-0.02,-1.04%,$1.37 B,-13.47%
788,WAT,Waterco Ltd,$2.60,0,0.00%,$93.22 M,55.22%
480,WAX,Wam Research Ltd,$1.39,-0.015,-1.07%,$268.04 M,-0.36%
4,WBC,Westpac Banking Corporation,$17.66,-0.25,-1.40%,$63.78 B,-36.88%
"1,619",WBE,Whitebark Energy Ltd,$0.00,0,0.00%,$12.16 M,6.67%
"1,357",WBT,Weebit Nano Ltd,$0.29,0,0.00%,$22.91 M,-47.58%
"1,779",WCG,Webcentral Group Ltd,$0.06,-0.001,-1.54%,$7.82 M,-89.92%
704,WCMQ,WCM Quality Global Growth Fund (Quoted Managed Fund),$6.61,-0.04,-0.60%,$118.96 M,12.42%
"1,847",WCN,White Cliff Minerals Ltd,$0.01,0.001,8.33%,$6.33 M,333.33%
518,WDIV,SPDR S&P Global Dividend Fund,$14.79,-0.25,-1.66%,$231.59 M,-23.80%
510,WDMF,Ishares Edge MSCI World Multifactor ETF,$31.55,-0.08,-0.25%,$236.20 M,-4.39%
236,WEB,Webjet Ltd,$3.02,-0.14,-4.43%,$1.02 B,-69.08%
714,WEC,White Energy Company Ltd,$0.15,0.01,7.14%,$116.17 M,6.17%
"1,515",WEL,Winchester Energy Ltd,$0.02,0,0.00%,$15.83 M,-23.33%
"1,382",WEMG,SPDR S&P Emerging Markets Fund,$22.38,0.12,0.54%,$21.61 M,-0.84%
7,WES,Wesfarmers Ltd,$45.49,-0.16,-0.35%,$51.58 B,21.05%
389,WGB,Wam Global Ltd,$1.93,-0.005,-0.26%,$409.64 M,-3.98%
561,WGN,Wagners Holding Company Ltd,$1.02,-0.02,-1.93%,$190.01 M,-46.60%
663,WGO,Warrego Energy Ltd,$0.17,0,0.00%,$132.53 M,73.68%
244,WGX,Westgold Resources Ltd,$2.30,0.04,1.77%,$966.53 M,22.34%
667,WHA,Wattle Health Australia Ltd,$0.53,0,0.00%,$129.37 M,1.92%
185,WHC,Whitehaven Coal Ltd,$1.46,-0.07,-4.58%,$1.50 B,-61.88%
383,WHF,Whitefield Ltd,$4.50,-0.01,-0.22%,$417.44 M,-7.79%
"2,188",WHFPA,Whitefield Ltd,$1.00,0,0.00%,$23.79 TH,0.00%
"1,522",WHK,Whitehawk Ltd,$0.09,-0.003,-3.19%,$15.65 M,-9.00%
692,WIC,Westoz Investment Company Ltd,$0.92,-0.01,-1.08%,$123.24 M,-12.80%
777,WJA,Wameja Ltd,$0.08,0,0.00%,$96.87 M,-5.88%
"1,022",WKT,Walkabout Resources Ltd,$0.14,0,0.00%,$48.88 M,-61.11%
863,WLC,Wollongong Coal Ltd,$0.01,0,0.00%,$74.94 M,0.00%
"1,366",WLD,Wellard Ltd,$0.04,0.004,10.53%,$22.31 M,7.69%
257,WLE,Wam Leaders Ltd,$1.14,0,0.00%,$896.87 M,0.00%
"1,141",WLF,Wolf Minerals,$0.04,0,0.00%,$38.18 M,0.00%
555,WMI,Wam Microcap Ltd,$1.37,0.005,0.37%,$194.34 M,9.60%
"1,979",WML,Woomera Mining Ltd,$0.02,0,0.00%,$4.03 M,-6.96%
648,WMX,Wiluna Mining Corporation Ltd,$1.41,-0.05,-3.44%,$140.90 M,17.08%
"1,726",WNB,Wellness and Beauty Solutions Ltd,$0.01,0,0.00%,$9.02 M,-46.15%
"1,352",WNR,Wingara AG Ltd,$0.22,0,0.00%,$23.33 M,-21.43%
"1,407",WOA,Wide Open Agriculture Ltd,$0.41,-0.01,-2.41%,$20.43 M,189.29%
89,WOR,Worley Ltd,$8.73,-0.06,-0.68%,$4.54 B,-43.53%
8,WOW,Woolworths Group Ltd,$38.51,0.3,0.79%,$48.64 B,12.01%
17,WPL,Woodside Petroleum Ltd,$21.14,-0.51,-2.36%,$20.18 B,-41.34%
490,WPP,WPP AUNZ Ltd,$0.30,0,0.00%,$255.65 M,-46.43%
153,WPR,Waypoint REIT,$2.55,0.01,0.39%,$1.99 B,-4.14%
531,WQG,WCM Global Growth Ltd,$1.26,0,0.00%,$218.38 M,13.06%
952,WRLD,Betashares Managed Risk Global Share Fund (Managed Fund),$12.88,-0.04,-0.31%,$58.37 M,-1.08%
"1,273",WRM,White Rock Minerals Ltd,$0.01,0,0.00%,$28.22 M,71.43%
293,WSA,Western Areas Ltd,$2.62,-0.03,-1.13%,$717.90 M,25.36%
"1,593",WSI,Weststar Industrial Ltd,$0.01,0.001,7.69%,$13.12 M,-46.15%
432,WSP,Whispir Ltd,$3.22,0.22,7.33%,$334.35 M,114.67%
64,WTC,Wisetech Global Ltd,$20.34,-0.73,-3.47%,$6.59 B,-33.20%
"1,906",WTL,WT Financial Group Ltd,$0.04,0.006,20.69%,$5.27 M,6.06%
676,WVOL,Ishares Edge MSCI World Minimum Volatility ETF,$30.87,-0.37,-1.18%,$127.34 M,-6.99%
"1,469",WWG,Wiseway Group Ltd,$0.13,0,0.00%,$17.54 M,-45.65%
"1,362",WWI,West Wits Mining Ltd,$0.02,0,0.00%,$22.51 M,266.67%
790,WXHG,SPDR S&P World Ex Australia (Hedged) Fund,$21.69,-0.29,-1.32%,$93.13 M,-4.49%
566,WXOZ,SPDR S&P World Ex Australia Fund,$32.55,-0.15,-0.46%,$188.78 M,1.12%
507,WZR,Wisr Ltd,$0.23,-0.01,-4.26%,$238.36 M,50.00%
"1,121",XAM,Xanadu Mines Ltd,$0.05,-0.003,-5.88%,$39.61 M,-2.04%
596,XARO,Activex Ardea Real Outcome Bond Fund (Managed Fund),$26.38,0.03,0.11%,$164.62 M,1.50%
"1,780",XCD,XCD Energy Ltd,$0.01,-0.001,-8.33%,$7.81 M,57.14%
"1,276",XF1,Xref Ltd,$0.16,-0.005,-3.13%,$28.01 M,-69.00%
"1,880",XPD,XPD Soccer Gear Group Ltd,$0.01,0,0.00%,$5.69 M,0.00%
"2,118",XPE,Xped Ltd,$0.00,0,0.00%,$1.79 M,-50.00%
"1,429",XPL,Xplore Wealth Ltd,$0.07,0.012,22.22%,$19.64 M,-40.00%
"1,167",XRF,XRF Scientific Ltd,$0.27,-0.005,-1.82%,$36.13 M,45.95%
30,XRO,Xero Ltd,$93.18,1.22,1.33%,$13.25 B,45.69%
"2,049",XST,Xstate Resources Ltd,$0.00,0,0.00%,$2.85 M,-33.33%
"1,767",XTC,Xantippe Resources Ltd,$0.00,0,0.00%,$8.04 M,-33.33%
"1,832",XTD,XTD Ltd,$0.05,0.001,2.13%,$6.62 M,100.00%
"1,056",XTE,Xtek Ltd,$0.86,0.01,1.18%,$45.72 M,89.01%
123,YAL,Yancoal Australia Ltd,$2.06,-0.06,-2.83%,$2.72 B,-35.83%
"1,624",YANK,Betashares Strong U.S. Dollar Fund (Hedge Fund),$12.69,0.31,2.50%,$12.06 M,-6.90%
"1,381",YBR,Yellow Brick Road Holdings Ltd,$0.07,0.001,1.52%,$21.73 M,-15.19%
498,YMAX,Betashares Aus Top 20 Equity Yield MAX Fund (Managed Fund),$7.05,-0.09,-1.26%,$244.35 M,-19.43%
817,YOJ,Yojee Ltd,$0.09,0.005,6.25%,$83.87 M,-15.00%
"1,814",YOW,Yowie Group Ltd,$0.03,0,0.00%,$6.99 M,-56.16%
"1,822",YPB,YPB Group Ltd,$0.00,0,0.00%,$6.83 M,-20.00%
"1,621",YRL,Yandal Resources Ltd,$0.28,-0.01,-3.51%,$12.16 M,26.93%
116,Z1P,ZIP Co Ltd,$7.24,0.54,8.06%,$2.83 B,132.80%
"1,980",Z3RO,Pinnacle Ashares Dynamic Cash Fund (Managed Fund),$50.02,0,0.00%,$4.00 M,0.02%
202,ZEL,Z Energy Ltd,$2.56,0.01,0.39%,$1.33 B,-58.03%
634,ZEN,Zenith Energy Ltd,$0.99,-0.005,-0.51%,$147.23 M,77.48%
"1,004",ZER,ZETA Resources Ltd,$0.18,0,0.00%,$51.78 M,-48.57%
"2,138",ZEU,ZEUS Resources Ltd,$0.01,0,0.00%,$1.44 M,-11.11%
"1,677",ZGL,ZICOM Group Ltd,$0.05,0,0.00%,$10.21 M,-57.27%
241,ZIM,Zimplats Holdings Ltd,$9.20,0,0.00%,$990.27 M,16.60%
"2,029",ZIP,Ziptel Ltd,$0.02,0,0.00%,$3.22 M,41.67%
968,ZLD,Zelira Therapeutics Ltd,$0.06,0,0.00%,$56.05 M,-7.94%
"1,947",ZMI,ZINC of Ireland NL,$0.04,0,0.00%,$4.50 M,-53.75%
"1,277",ZNC,Zenith Minerals Ltd,$0.12,-0.01,-8.00%,$27.99 M,60.83%
353,ZNO,ZOONO Group Ltd,$3.12,-0.02,-0.64%,$510.47 M,3184.21%
"1,644",ZUSD,ETFs Enhanced Usd Cash ETF,$11.00,0.09,0.83%,$11.34 M,0.55%
717,ZYAU,ETFs S&P/ASX 300 High Yield Plus ETF,$8.96,-0.12,-1.32%,$115.15 M,-22.22%
"1,721",ZYB,ZYBER Holdings Ltd,$0.01,0,0.00%,$9.17 M,0.00%
923,ZYUS,ETFs S&P 500 High Yield Low Volatility ETF,$9.69,-0.22,-2.22%,$63.35 M,-27.14%
